url
https://github.com/Genymobile/scrcpy
https://github.com/yt-dlp/yt-dlp
https://github.com/BtbN/FFmpeg-Builds
https://github.com/mikf/gallery-dl
https://github.com/Raphire/Win11Debloat
https://github.com/ChrisTitusTech/winutil
https://github.com/Purfview/whisper-standalone-win
https://github.com/Stirling-Tools/Stirling-PDF
https://github.com/upscayl/upscayl
https://github.com/flameshot-org/flameshot
https://github.com/localsend/localsend
